iter	RMSE
415	3.94396408
416	3.938131333
417	3.935571115
418	3.932987912
419	3.927512539
420	3.923552785
421	3.921214061
422	3.918627991
423	3.911997203
424	3.907200414
425	3.9053879
426	3.902141689
427	3.901045303
428	3.900953114
429	3.898991544
430	3.897202046
431	3.890922346
432	3.885097845
433	3.880851744
434	3.877788637
435	3.874434153
436	3.871785412
437	3.86659218
438	3.862816493
439	3.860221885
440	3.858712274
441	3.855869559
442	3.854717411
443	3.850386536
444	3.846273532
445	3.842478337
446	3.839612421
447	3.839376552
448	3.833691103
449	3.827396502
450	3.823018548
451	3.821228025
452	3.816666837
453	3.815594452
454	3.813398984
455	3.812850345
456	3.812765694
457	3.810201601
458	3.806558728
459	3.803474457
460	3.799665494
461	3.795021558
462	3.792945396
463	3.790850943
464	3.78731972
465	3.783135251
466	3.777201927
467	3.774581999
468	3.774390445
469	3.77348854
470	3.771027877
471	3.767792174
472	3.763561123
473	3.759280005
474	3.75706922
475	3.755913932
476	3.751212684
477	3.74919549
478	3.745899929
479	3.742843424
480	3.742788204
481	3.74020224
482	3.738781231
483	3.738419561
484	3.73570678
485	3.733591842
486	3.729580313
487	3.727302384
488	3.72698777
489	3.724932885
490	3.724663154
491	3.719998907
492	3.717549467
493	3.717150933
494	3.712899018
495	3.711877191
496	3.70737945
497	3.702267803
498	3.702181587
499	3.698122911
500	3.693368061
501	3.689956634
502	3.685770801
503	3.680944336
504	3.679597917
505	3.676504637
506	3.672496123
507	3.669727971
508	3.666974444
509	3.663997964
510	3.662070402
511	3.657702679
512	3.655624234
513	3.65246086
514	3.648189146
515	3.646538291
516	3.642149767
517	3.641193681
518	3.639623579
519	3.637377113
520	3.63276303
521	3.628753911
522	3.624480797
523	3.621030123
524	3.618928808
525	3.618257252
526	3.615671018
527	3.615363039
528	3.612125339
529	3.606833532
530	3.606627151
531	3.605706723
532	3.604026421
533	3.603311029
534	3.598857008
535	3.594670624
536	3.591353868
537	3.586049654
538	3.585954705
539	3.582605953
540	3.57904741
541	3.574580079
542	3.57152166
543	3.56987561
544	3.569729448
545	3.566759812
546	3.564361914
547	3.562188282
548	3.560411623
549	3.555675497
550	3.553537852
551	3.553264651
552	3.552786142
553	3.551736138
554	3.547606243
555	3.545654731
556	3.543086582
557	3.538161919
558	3.535645065
559	3.533915886
560	3.531745288
561	3.529988098
562	3.529556625
563	3.52687122
564	3.525025748
565	3.520751754
566	3.519330401
567	3.515683068
568	3.513186589
569	3.511380771
570	3.509612329
571	3.506740231
572	3.506332225
573	3.503399411
574	3.50114338
575	3.498652674
576	3.495998053
577	3.493491065
578	3.493320855
579	3.491607925
580	3.489292317
581	3.487141579
582	3.48555361
583	3.481600955
584	3.478258581
585	3.47491166
586	3.472374846
587	3.470775972
588	3.46939793
589	3.467652102
590	3.467106305
591	3.46300728
592	3.458486365
593	3.45798389
594	3.453809525
595	3.452989499
596	3.45058503
597	3.447222205
598	3.442007339
599	3.438207251
600	3.434658055
601	3.432043885
602	3.431109264
603	3.427322016
604	3.426482786
605	3.425454664
606	3.420842679
607	3.420529995
608	3.417672772
609	3.414476547
610	3.410647884
611	3.408794905
612	3.408680915
613	3.406458993
614	3.406176855
615	3.404756199
616	3.404602685
617	3.403887396
618	3.40233439
619	3.398208481
620	3.396276435
621	3.393472126
622	3.393000892
623	3.390282203
624	3.389273915
625	3.38658049
626	3.384688593
627	3.382668688
628	3.378236376
629	3.378117723
630	3.375909993
631	3.374860697
632	3.372702883
633	3.367450216
634	3.36356125
635	3.362748578
636	3.359019369
637	3.358507814
638	3.356911712
639	3.355888813
640	3.352197169
641	3.350318128
642	3.348857702
643	3.346952447
644	3.345904031
645	3.341927535
646	3.338635895
647	3.335015512
648	3.333605311
649	3.331455574
650	3.330627371
651	3.326256701
652	3.324284435
653	3.320574989
654	3.315852887
655	3.312653045
656	3.3097847
657	3.307261875
658	3.305589558
659	3.304110098
660	3.303862676
661	3.303739135
662	3.302105723
663	3.29776189
664	3.294393181
665	3.293257595
666	3.291551855
667	3.289091823
668	3.288637355
669	3.284742994
670	3.282159087
671	3.281721179
672	3.278783587
673	3.276540563
674	3.273021645
675	3.272451422
676	3.272097089
677	3.269273772
678	3.268136453
679	3.265722299
680	3.263708287
681	3.261616694
682	3.260503323
683	3.25987345
684	3.259672479
685	3.259349577
686	3.255375478
687	3.254977242
688	3.253544337
689	3.251537496
690	3.250360827
691	3.249436415
692	3.249387314
693	3.24623437
694	3.243807255
695	3.242257543
696	3.240447191
697	3.236788893
698	3.236338516
699	3.234896906
700	3.23365076
701	3.232466331
702	3.232125961
703	3.228595812
704	3.227096818
705	3.224095705
706	3.223421456
707	3.222368184
708	3.22047312
709	3.216972217
710	3.2148753
711	3.213684931
712	3.21325072
713	3.2090689
714	3.208495923
715	3.207748776
716	3.206711684
717	3.203266934
718	3.199545439
719	3.198377994
720	3.193706811
721	3.191426997
722	3.188501355
723	3.183958733
724	3.178824391
725	3.177537837
726	3.174763179
727	3.173374829
728	3.170501846
729	3.166887192
730	3.16619758
731	3.161916388
732	3.160836334
733	3.15845475
734	3.152516243
735	3.15131285
736	3.147849215
737	3.146352483
738	3.144451706
739	3.144046137
740	3.143826781
741	3.142173993
742	3.140974296
743	3.138583284
744	3.133920021
745	3.131052465
746	3.127299005
747	3.127001749
748	3.12563676
749	3.124757988
750	3.122604177
751	3.120457685
752	3.118996305
753	3.117898248
754	3.114291407
755	3.112953656
756	3.11223094
757	3.11174152
758	3.111566891
759	3.111427601
760	3.109234785
761	3.106680544
762	3.102592382
763	3.100447349
764	3.098410194
765	3.097875383
766	3.09674909
767	3.093043763
768	3.089770405
769	3.086412141
770	3.082933778
771	3.081490601
772	3.080176835
773	3.076204036
774	3.075954968
775	3.074117949
776	3.07236584
777	3.071642543
778	3.069344933
779	3.067904668
780	3.06456348
781	3.062377062
782	3.061408399
783	3.056958957
784	3.052963587
785	3.051432761
786	3.050205322
787	3.050082355
788	3.048181979
789	3.044907809
790	3.042070171
791	3.038117733
792	3.036473917
793	3.036251865
794	3.035767994
795	3.034400421
796	3.03399492
797	3.03235574
798	3.030573419
799	3.028431265
800	3.026397747
801	3.024895364
802	3.024767324
803	3.023912485
804	3.022991649
805	3.018330002
806	3.016142877
807	3.014605982
808	3.01140881
809	3.011288001
810	3.007658782
811	3.005099099
812	3.001912327
813	2.99993227
814	2.998646588
815	2.998184561
816	2.995489476
817	2.994162263
818	2.992159256
819	2.989693138
820	2.988252292
821	2.987417323
822	2.985295133
823	2.98113646
824	2.980782031
825	2.979701931
826	2.978946171
827	2.977955695
828	2.975326623
829	2.973512245
830	2.972292647
831	2.969726033
832	2.966053915
833	2.962724821
834	2.960994055
835	2.959591114
836	2.958923381
837	2.956988891
838	2.954801734
839	2.954282548
840	2.952576052
841	2.950264791
842	2.946968909
843	2.945795429
844	2.945090317
845	2.942524439
846	2.942004676
847	2.940419627
848	2.940288788
849	2.938781003
850	2.936657504
851	2.935105236
852	2.933877242
853	2.930121655
854	2.930026431
855	2.928426655
856	2.924824572
857	2.921605689
858	2.921354658
859	2.920340938
860	2.916798464
861	2.914184367
862	2.910974847
863	2.909293456
864	2.90699736
865	2.906085669
866	2.90438728
867	2.901520737
868	2.899487173
869	2.897499344
870	2.895849469
871	2.893788528
872	2.892293615
873	2.8890493
874	2.888651078
875	2.885599957
876	2.883245523
877	2.881728701
878	2.880758788
879	2.878987701
880	2.878047331
881	2.874505619
882	2.871081366
883	2.869148775
884	2.867942484
885	2.864456615
886	2.861473111
887	2.861415405
888	2.860130976
889	2.858194437
890	2.853778892
891	2.852484409
892	2.852094879
893	2.850321313
894	2.848945471
895	2.847401575
896	2.846186365
897	2.845496712
898	2.845126984
899	2.842589651
900	2.841707376
901	2.836848394
902	2.835107118
903	2.834436533
904	2.831271141
905	2.829496786
906	2.826171068
907	2.824960771
908	2.823737274
909	2.823430504
910	2.81948829
911	2.817460637
912	2.816480573
913	2.81503935
914	2.814041254
915	2.813707143
916	2.812449986
917	2.811519806
918	2.810623843
919	2.809220232
920	2.807574077
921	2.806398427
922	2.803674807
923	2.80101874
924	2.798415028
925	2.795211567
926	2.794313495
927	2.792388936
928	2.789348724
929	2.78759502
930	2.787492426
931	2.784860552
932	2.784756051
933	2.782225243
934	2.780150771
935	2.778804062
936	2.777435715
937	2.774484902
938	2.772039188
939	2.76924132
940	2.768055983
941	2.767671328
942	2.767425147
943	2.765054632
944	2.76335498
945	2.760296178
946	2.759002914
947	2.757247134
948	2.754014425
949	2.753317796
950	2.752013712
951	2.750806297
952	2.749698022
953	2.748928949
954	2.748280593
955	2.744600151
956	2.744442272
957	2.741715925
958	2.739332205
959	2.737800997
960	2.736489346
961	2.736267799
962	2.735448646
963	2.735073603
964	2.734351143
965	2.733241873
966	2.732960445
967	2.732754484
968	2.730781795
969	2.730457599
970	2.729359578
971	2.728383019
972	2.72751647
973	2.72727506
974	2.723491018
975	2.72138395
976	2.720329784
977	2.718111883
978	2.717870936
979	2.715276282
980	2.712849195
981	2.712573315
982	2.710292772
983	2.708275791
984	2.706538303
985	2.706449261
986	2.703966926
987	2.703269246
988	2.701215674
989	2.699620247
990	2.697953404
991	2.696089461
992	2.693082596
993	2.690379788
994	2.686698926
995	2.686411251
996	2.686124578
997	2.685047029
998	2.684006526
999	2.683223515
